Retention,Region,Reg,Site,Site.no,Transect,Photo,Initials,space.raw,sedim.raw,space,sedim,space.per,sedim.per,richness,richplus,mob.count,mob.rich
Low,Georgia,C,SI,15,SI5_52,P1010152,WG,82,0,0.51,0,51.25,0,11,13,5,4
Low,Georgia,C,SI,15,SI5_52,P1010154,WG,39,0,0.24,0,24.38,0,10,12,3,3
High,Sound,D,RW,9,RW1_54,P1010088,RE,54,61,0.34,0.38,33.75,38.13,4,6,1,1
High,Sound,D,RW,9,RW1_54,P1010091,RE,43,91,0.27,0.57,26.88,56.88,6,7,1,1
High,Sound,D,RW,9,RW1_54,P1010092,RE,22,133,0.14,0.83,13.75,83.13,2,4,2,1
High,Sound,D,RW,9,RW1_54,P1010093,RE,38,79,0.24,0.49,23.75,49.38,8,10,2,1
High,Sound,D,RW,9,RW2_49,P1010095,RE,25,8,0.16,0.05,15.63,5,9,11,0,0
High,Sound,D,RW,9,RW2_49,P1010096,RE,51,3,0.32,0.02,31.88,1.88,10,12,1,1
High,Sound,D,RW,9,RW2_49,P1010097,RE,27,10,0.17,0.06,16.88,6.25,7,9,0,0
High,Sound,D,RW,9,RW2_49,P1010098,RE,41,37,0.26,0.23,25.63,23.13,7,9,1,1
High,Sound,D,RW,9,RW3_51,P1010100,RE,67,39,0.42,0.24,41.88,24.38,8,10,3,2
High,Sound,D,RW,9,RW3_51,P1010101,RE,60,50,0.38,0.31,37.5,31.25,7,9,1,1
High,Sound,D,RW,9,RW3_51,P1010102,RE,68,45,0.43,0.28,42.5,28.13,7,9,1,1
High,Sound,D,RW,9,RW3_51,P1010103,RE,74,29,0.46,0.18,46.25,18.13,8,10,7,4
High,Sound,D,RW,9,RW5_47,P1010112,RE,36,96,0.23,0.6,22.5,60,5,7,2,1
High,Sound,D,RW,9,RW5_47,P1010113,RE,65,38,0.41,0.24,40.63,23.75,8,10,0,0
High,Sound,D,RW,9,RW5_47,P1010114,RE,30,101,0.19,0.63,18.75,63.13,5,7,2,2
High,Sound,D,RW,9,RW5_47,P1010115,RE,57,84,0.36,0.53,35.63,52.5,7,9,4,4
High,Sound,D,RW,9,RW6_46,P1010117,RE,27,114,0.17,0.71,16.88,71.25,6,8,0,0
High,Sound,D,RW,9,RW6_46,P1010119,RE,31,107,0.19,0.67,19.38,66.88,6,8,1,1
High,Sound,D,RW,9,RW6_46,P1010120,RE,45,98,0.28,0.61,28.13,61.25,5,7,0,0
High,Sound,D,RW,9,RW6_46,P1010121,RE,38,89,0.24,0.56,23.75,55.63,3,5,0,0
High,Sound,D,RW,9,RW7_58,P1010123,RE,40,7,0.25,0.04,25,4.38,9,11,2,2
High,Sound,D,RW,9,RW7_58,P1010124,RE,81,48,0.51,0.3,50.63,30,4,6,4,3
High,Sound,D,RW,9,RW7_58,P1010125,RE,71,19,0.44,0.12,44.38,11.88,7,9,1,1
High,Sound,D,RW,9,RW7_58,P1010126,RE,56,49,0.35,0.31,35,30.63,6,8,1,1
High,Sound,D,FI,11,FI1_55,P1010217,RE,17,112,0.11,0.7,10.63,70,6,8,0,0
High,Sound,D,FI,11,FI1_55,P1010218,RE,2,106,0.01,0.66,1.25,66.25,8,9,1,1
High,Sound,D,FI,11,FI1_55,P1010219,RE,4,73,0.03,0.46,2.5,45.63,6,6,2,1
High,Sound,D,FI,11,FI1_55,P1010220,RE,34,73,0.21,0.46,21.25,45.63,9,10,5,3
High,Sound,D,FI,11,FI2_53,P1010223,RE,16,70,0.1,0.44,10,43.75,6,8,2,2
High,Sound,D,FI,11,FI2_53,P1010225,RE,13,60,0.08,0.38,8.13,37.5,5,7,2,1
High,Sound,D,FI,11,FI2_53,P1010226,RE,4,49,0.03,0.31,2.5,30.63,3,3,1,1
High,Sound,D,FI,11,FI2_53,P1010228,RE,16,79,0.1,0.49,10,49.38,7,9,3,2
High,Sound,D,FI,11,FI6_63,P1010251,RE,29,12,0.18,0.08,18.13,7.5,8,10,3,2
High,Sound,D,FI,11,FI6_63,P1010252,RE,13,21,0.08,0.13,8.13,13.13,6,7,3,2
High,Sound,D,FI,11,FI6_63,P1010253,RE,25,5,0.16,0.03,15.63,3.13,7,8,3,3
High,Sound,D,FI,11,FI6_63,P1010254,RE,33,56,0.21,0.35,20.63,35,11,13,0,0
High,Sound,D,FI,11,FI7_49,P1010256,RE,15,81,0.09,0.51,9.38,50.63,5,7,1,1
High,Sound,D,FI,11,FI7_49,P1010257,RE,21,52,0.13,0.33,13.13,32.5,6,8,0,0
High,Sound,D,FI,11,FI7_49,P1010258,RE,11,54,0.07,0.34,6.88,33.75,7,9,0,0
High,Sound,D,FI,11,FI7_49,P1010259,RE,38,57,0.24,0.36,23.75,35.63,4,6,3,2
High,Sound,D,WI,12,WI1_48,P1010263,RE,23,0,0.14,0,14.38,0,6,8,1,1
High,Sound,D,WI,12,WI1_48,P1010264,RE,30,0,0.19,0,18.75,0,4,5,1,1
High,Sound,D,WI,12,WI1_48,P1010265,RE,46,37,0.29,0.23,28.75,23.13,6,8,3,3
High,Sound,D,WI,12,WI1_48,P1010266,RE,25,31,0.16,0.19,15.63,19.38,10,12,3,1
High,Sound,D,WI,12,WI2_62,P1010268,RE,31,81,0.19,0.51,19.38,50.63,9,11,0,0
High,Sound,D,WI,12,WI2_62,P1010269,RE,17,32,0.11,0.2,10.63,20,13,15,7,6
High,Sound,D,WI,12,WI2_62,P1010270,RE,30,83,0.19,0.52,18.75,51.88,13,15,1,1
High,Sound,D,WI,12,WI2_62,P1010271,RE,28,14,0.18,0.09,17.5,8.75,10,12,9,5
High,Sound,D,WI,12,WI3_61,P1010273,RE,65,24,0.41,0.15,40.63,15,9,11,2,2
High,Sound,D,WI,12,WI3_61,P1010274,RE,82,39,0.51,0.24,51.25,24.38,9,11,2,2
High,Sound,D,WI,12,WI3_61,P1010275,RE,66,51,0.41,0.32,41.25,31.88,8,10,4,2
High,Sound,D,WI,12,WI3_61,P1010276,RE,74,39,0.46,0.24,46.25,24.38,9,11,4,4
High,Sound,D,WI,12,WI4_63,P1010278,RE,38,28,0.24,0.18,23.75,17.5,9,11,2,2
High,Sound,D,WI,12,WI4_63,P1010279,RE,42,0,0.26,0,26.25,0,5,5,3,3
High,Sound,D,WI,12,WI4_63,P1010280,RE,58,27,0.36,0.17,36.25,16.88,9,11,2,2
High,Sound,D,WI,12,WI4_63,P1010281,RE,38,14,0.24,0.09,23.75,8.75,9,11,7,4
High,Sound,D,WI,12,WI5_53,P1010283,RE,41,41,0.26,0.26,25.63,25.63,9,11,2,2
High,Sound,D,WI,12,WI5_53,P1010284,RE,49,52,0.31,0.33,30.63,32.5,8,10,3,3
High,Sound,D,WI,12,WI5_53,P1010285,RE,68,61,0.43,0.38,42.5,38.13,7,9,4,4
High,Sound,D,WI,12,WI5_53,P1010286,RE,60,57,0.38,0.36,37.5,35.63,9,11,5,3
High,Sound,D,WI,12,WI6_58,P1010288,RE,51,27,0.32,0.17,31.88,16.88,9,11,0,0
High,Sound,D,WI,12,WI6_58,P1010289,RE,66,59,0.41,0.37,41.25,36.88,11,12,3,3
High,Sound,D,WI,12,WI6_58,P1010290,RE,68,28,0.43,0.18,42.5,17.5,9,11,1,1
High,Sound,D,WI,12,WI6_58,P1010291,RE,50,70,0.31,0.44,31.25,43.75,11,12,2,2
High,Sound,D,HH,10,HH1_58,P1010301,RE,0,154,0,0.96,0,96.25,1,1,0,0
High,Sound,D,HH,10,HH1_58,P1010302,RE,0,135,0,0.84,0,84.38,3,3,1,1
High,Sound,D,HH,10,HH1_58,P1010303,RE,0,129,0,0.81,0,80.63,2,2,0,0
High,Sound,D,HH,10,HH1_58,P1010304,RE,0,139,0,0.87,0,86.88,4,5,0,0
High,Sound,D,HH,10,HH2_55,P1010306,RE,36,61,0.23,0.38,22.5,38.13,5,7,2,1
High,Sound,D,HH,10,HH2_55,P1010307,RE,0,114,0,0.71,0,71.25,4,4,1,1
High,Sound,D,HH,10,HH2_55,P1010308,RE,2,96,0.01,0.6,1.25,60,4,5,1,1
High,Sound,D,HH,10,HH2_55,P1010309,RE,17,56,0.11,0.35,10.63,35,9,11,0,0
High,Sound,D,HH,10,HH3_65,P1010311,RE,0,113,0,0.71,0,70.63,6,6,1,1
High,Sound,D,HH,10,HH3_65,P1010312,RE,14,23,0.09,0.14,8.75,14.38,5,6,1,1
High,Sound,D,HH,10,HH3_65,P1010313,RE,5,5,0.03,0.03,3.13,3.13,4,4,1,1
High,Sound,D,HH,10,HH3_65,P1010314,RE,0,36,0,0.23,0,22.5,6,6,2,2
High,Sound,D,HH,10,HH6_47,P1010334,RE,3,81,0.02,0.51,1.88,50.63,6,7,2,1
High,Sound,D,HH,10,HH6_47,P1010335,RE,8,114,0.05,0.71,5,71.25,3,5,0,0
High,Sound,D,HH,10,HH6_47,P1010336,RE,3,122,0.02,0.76,1.88,76.25,4,5,2,2
High,Sound,D,HH,10,HH6_47,P1010337,RE,2,135,0.01,0.84,1.25,84.38,5,6,0,0
High,Hood,E,SR,18,SR.S1_64,P1010409,RE,0,159,0,0.99,0,99.38,5,5,0,0
High,Hood,E,SR,18,SR.S1_64,P1010410,RE,0,160,0,1,0,100,4,4,1,1
High,Hood,E,SR,18,SR.S1_64,P1010411,RE,0,160,0,1,0,100,3,3,0,0
High,Hood,E,SR,18,SR.S1_64,P1010412,RE,0,154,0,0.96,0,96.25,2,2,0,0
High,Hood,E,SR,18,SR.S2_63,P1010416,RE,0,160,0,1,0,100,4,4,1,1
High,Hood,E,SR,18,SR.S2_63,P1010418,RE,0,159,0,0.99,0,99.38,2,2,0,0
High,Hood,E,SR,18,SR.S2_63,P1010419,RE,0,160,0,1,0,100,2,2,0,0
High,Hood,E,SR,18,SR.S2_63,P1010420,RE,0,158,0,0.99,0,98.75,3,3,1,1
High,Hood,E,SR,18,SR.S4_55,P1010432,RE,0,159,0,0.99,0,99.38,3,3,0,0
High,Hood,E,SR,18,SR.S4_55,P1010433,RE,0,160,0,1,0,100,1,1,1,1
High,Hood,E,SR,18,SR.S4_55,P1010434,RE,0,160,0,1,0,100,2,2,0,0
High,Hood,E,SR,18,SR.S4_55,P1010435,RE,0,157,0,0.98,0,98.13,5,5,0,0
High,Hood,E,SR,18,SR.S5_47,P1010438,RE,0,160,0,1,0,100,1,1,0,0
High,Hood,E,SR,18,SR.S5_47,P1010439,RE,0,160,0,1,0,100,2,2,0,0
High,Hood,E,SR,18,SR.S5_47,P1010440,RE,0,159,0,0.99,0,99.38,2,2,0,0
High,Hood,E,SR,18,SR.S5_47,P1010441,RE,0,159,0,0.99,0,99.38,1,1,0,0
High,Hood,E,SR,18,SR.N1_68,P1010458,RE,0,154,0,0.96,0,96.25,1,1,0,0
High,Hood,E,SR,18,SR.N1_68,P1010459,RE,0,160,0,1,0,100,2,2,0,0
High,Hood,E,SR,18,SR.N1_68,P1010460,RE,0,160,0,1,0,100,3,3,2,2
High,Hood,E,SR,18,SR.N1_68,P1010461,RE,0,160,0,1,0,100,4,4,0,0
High,Hood,E,PE,16,PF4_50,P1010092,RE,50,94,0.31,0.59,31.25,58.75,5,7,1,1
High,Hood,E,PE,16,PF4_50,P1010093,RE,50,91,0.31,0.57,31.25,56.88,6,8,1,1
High,Hood,E,PE,16,PF4_50,P1010094,RE,37,83,0.23,0.52,23.13,51.88,10,12,2,1
High,Hood,E,PE,16,PF4_50,P1010095,RE,37,102,0.23,0.64,23.13,63.75,4,6,1,1
High,Hood,E,PE,16,PF5_40,P1010099,RE,71,46,0.44,0.29,44.38,28.75,4,6,0,0
High,Hood,E,PE,16,PF5_40,P1010101,RE,66,61,0.41,0.38,41.25,38.13,5,7,0,0
High,Hood,E,PE,16,PF5_40,P1010102,RE,53,62,0.33,0.39,33.13,38.75,5,7,1,1
High,Hood,E,PE,16,PF5_40,P1010103,RE,65,55,0.41,0.34,40.63,34.38,4,6,1,1
High,Hood,E,PE,16,PE1_50,P1010003,RE,77,12,0.48,0.08,48.13,7.5,8,10,0,0
High,Hood,E,PE,16,PE1_50,P1010004,RE,65,29,0.41,0.18,40.63,18.13,9,11,3,2
High,Hood,E,PE,16,PE1_50,P1010005,RE,62,10,0.39,0.06,38.75,6.25,7,9,1,1
High,Hood,E,PE,16,PE1_50,P1010006,RE,61,19,0.38,0.12,38.13,11.88,8,10,0,0
High,Hood,E,PE,16,PE2_52,P1010008,RE,38,60,0.24,0.38,23.75,37.5,4,6,0,0
High,Hood,E,PE,16,PE2_52,P1010009,RE,81,27,0.51,0.17,50.63,16.88,7,9,0,0
High,Hood,E,PE,16,PE2_52,P1010010,RE,60,48,0.38,0.3,37.5,30,9,11,0,0
High,Hood,E,PE,16,PE2_52,P1010011,RE,55,68,0.34,0.43,34.38,42.5,6,8,0,0
High,Hood,E,PE,16,PE3_48,P1010013,RE,42,42,0.26,0.26,26.25,26.25,7,9,0,0
High,Hood,E,PE,16,PE3_48,P1010014,RE,72,2,0.45,0.01,45,1.25,9,11,1,1
High,Hood,E,PE,16,PE3_48,P1010015,RE,43,0,0.27,0,26.88,0,7,9,0,0
High,Hood,E,PE,16,PE3_48,P1010016,RE,38,0,0.24,0,23.75,0,7,9,0,0
High,Hood,E,PE,16,PE4_56,P1010018,RE,48,9,0.3,0.06,30,5.63,7,9,1,1
High,Hood,E,PE,16,PE4_56,P1010019,RE,75,17,0.47,0.11,46.88,10.63,8,10,2,2
High,Hood,E,PE,16,PE4_56,P1010020,RE,82,0,0.51,0,51.25,0,5,7,4,3
High,Hood,E,PE,16,PE4_56,P1010021,RE,42,2,0.26,0.01,26.25,1.25,8,10,1,1
High,Hood,E,PW,17,PW1_60,P1010048,RE,69,72,0.43,0.45,43.13,45,4,5,0,0
High,Hood,E,PW,17,PW1_60,P1010049,RE,67,79,0.42,0.49,41.88,49.38,4,5,0,0
High,Hood,E,PW,17,PW1_60,P1010050,RE,93,56,0.58,0.35,58.13,35,3,4,2,2
High,Hood,E,PW,17,PW1_60,P1010051,RE,96,54,0.6,0.34,60,33.75,3,4,0,0
High,Hood,E,PW,17,PW2_67,P1010052,RE,6,120,0.04,0.75,3.75,75,4,5,1,1
High,Hood,E,PW,17,PW2_67,P1010053,RE,19,129,0.12,0.81,11.88,80.63,5,6,1,1
High,Hood,E,PW,17,PW2_67,P1010054,RE,0,153,0,0.96,0,95.63,3,3,1,1
High,Hood,E,PW,17,PW2_67,P1010055,RE,11,115,0.07,0.72,6.88,71.88,5,6,1,1
High,Hood,E,PW,17,PW4_52,P1010062,RE,90,31,0.56,0.19,56.25,19.38,5,6,1,1
High,Hood,E,PW,17,PW4_52,P1010064,RE,21,139,0.13,0.87,13.13,86.88,2,3,0,0
High,Hood,E,PW,17,PW4_52,P1010065,RE,0,160,0,1,0,100,2,2,0,0
High,Hood,E,PW,17,PW4_52,P1010066,RE,60,81,0.38,0.51,37.5,50.63,5,7,1,1
High,Hood,E,PW,17,PW5_48,P1010068,RE,71,82,0.44,0.51,44.38,51.25,3,4,1,1
High,Hood,E,PW,17,PW5_48,P1010069,RE,29,129,0.18,0.81,18.13,80.63,1,2,0,0
High,Hood,E,PW,17,PW5_48,P1010070,RE,77,80,0.48,0.5,48.13,50,1,2,0,0
High,Hood,E,PW,17,PW5_48,P1010071,RE,69,90,0.43,0.56,43.13,56.25,1,2,0,0
